,TransactionID,LoanAmount,ClosingDate,Quarter,Closed,RegionName,PurchasePrice,ARV,Beds,Bath,SqFt,RepairCreditLine,CashReserves,RepeatBorrower,YearsOfExperience,CompletedProperties,MarketHealthIndex,YoY,DaysOnMarket,MedianSalesPriceSqFt,MedianSalesPrice
926,0081R,112500,2015-06,2,0,33947,95000,,3,2,2070,30000,,0,,,2.365640097,5.516637478,115,112.2241,260100
928,1674V,68185,2015-07,3,1,32712,0,,3,1.5,1034,30000,,0,,,1.326992754,5.098039216,91,103.7376,215200
948,0103E,120600,2015-07,3,1,33897,122000,,3,2,1955,15000,,0,,,3.51977657,2.582159624,119.5,98.3175,180700
951,46953,103500,2015-07,3,0,33713,140000,,2,1,1122,30000,,0,,,2.352807971,12.93031066,69,127.7884,128200
953,0307N,60000,2015-06,2,0,46307,0,,3,2,1040,0,,0,,,5.434782609,0.950369588,118,,190000
955,0146Q,196200,2015-04,2,0,28086,0,,5,4,3301,131000,,0,,,6.600241546,9.415584416,148,77.66103243,96700
956,2423T,75600,2015-05,2,0,31601,0,,3,2,1543,20500,,0,,,4.176479469,-3.359375,147,,249300
957,2340W,80500,2015-08,3,0,34239,0,,3,2,942,0,,0,,,4.418025362,16.66666667,70.5,155.651,239600
958,3943B,74700,2015-04,2,0,30038,98509,,4,2.5,2308,10000,,0,,,1.618357488,10.70234114,148,42.6851,94300
963,3014S,77400,2015-08,3,1,78503,76000,,3,2,1574,10000,,0,,,6.136775362,9.56618465,140.5,187.1315,254700
965,0024C,119700,2015-08,3,1,32137,100000,,3,2,2100,33000,,0,,,3.738677536,6.579608237,131,103.2129,205100
966,0510E,127350,2015-08,3,1,33603,110000,,5,2,1778,31500,,0,,,2.698520531,13.33333333,86,126.309,134700
967,41254,73800,2015-08,3,1,33714,82000,,2,1,1456,0,,1,,,3.784722222,13.15436242,95,68.2238,85200
972,1674T,200000,2015-08,3,1,34711,225000,,4,3,2960,0,,0,,,2.797403382,6.200396825,100,107.3956,211400
974,1351M,200000,2015-08,3,1,33579,177500,,4,3.5,3041,45000,,0,,,0.269474638,6.959498003,84.5,96.2998,192800
977,0006K,99900,2015-08,3,1,23702,76000,,3,2,1236,35000,,0,,,3.081974638,2.461257976,131,94.8342,108100
978,44244,510000,2015-08,3,1,33711,465000,,5,3,3264,120000,,1,,,2.967995169,10.57971014,101,131.4234,60900
981,4705B,157500,2015-08,3,1,33417,155600,,3,2,1450,20000,,0,,,0.055102657,2.071563089,90,49.4625,164600
985,BlanL,693000,2015-08,3,1,32805,,,,,,0,,1,,,0.399305556,-0.835654596,102.5,,79600
987,4950P,60300,2015-05,2,0,32130,0,,4,2,1700,10000,,0,,,5.059631643,11.30653266,97,,119900
991,70-7N,212000,2015-08,3,0,33334,0,,5,0,2425,35700,,0,,,3.731129227,14.42896936,94,201.3894,240600
993,1633S,72000,2015-08,3,0,32211,0,,3,3,1498,37000,,0,,,1.999547101,10.03307608,94,73.2012,98400
996,0853N,63000,2015-02,1,0,33974,0,,4,2,2012,0,,0,,,5.566878019,17.21311475,80.5,72.5333,112700
997,0848F,63000,2015-02,1,0,33974,0,,4,2.5,2023,0,,0,,,5.566878019,17.21311475,80.5,72.5333,112700
1002,5924C,42000,2015-09,3,1,32503,42100,,3,2,1540,0,,0,,,4.595410628,6.899418121,107.5,100.6064,133500
1005,0464D,136300,2015-09,3,1,33980,120500,,2,2,1317,31000,,1,,,5.332880435,7.29312763,108,88.6172,177700
1006,4213,269700,2015-09,3,1,33715,256400,,,,,50000,,1,,,5.956370773,8.957470832,119,210.6869,601000
1009,1000N,93600,2015-09,3,1,33617,84000,,3,2,1419,20000,,0,,,7.118055556,19.65552178,104.5,80.7873,144300
1011,4204W,117900,2015-09,3,1,33567,123000,,3,2,1390,0,,1,,,2.179951691,6.102475533,118,,183100
1014,3945C,112700,2015-09,3,1,32311,102400,,3,2,1584,0,,0,,,0.206068841,3.446226976,76,118.5607,192800
1018,3716A,163200,2015-09,3,1,33567,156000,,4,3,2594,45000,,0,,,2.179951691,6.102475533,118,,183100
1019,8531B,141750,2015-09,3,1,32765,147500,,3,2.5,1675,10000,,1,,,3.205012077,4.625267666,87,124.8092,256200
1020,32895,94000,2015-09,3,1,33710,94500,,3,1,975,10000,,0,,,2.202596618,11.01754386,75,124.2403,162400
1022,8027P,104800,2015-09,3,0,34668,81500,,4,2,1908,35000,,0,,,1.490036232,6.849315068,89,57.4565,69100
1023,8140C,162000,2015-09,3,0,33777,0,,4,2,1451,45000,,0,,,1.354166667,7.851851852,81,117.0218,161300
1024,6009S,113750,2015-09,3,0,32807,100000,,3,2,1545,25000,,0,,,4.985658213,11.53169014,89,99.3656,127200
1025,6204O,60000,2015-09,3,0,32808,0,,3,2,1309,20000,,0,,,0.935235507,5.844155844,84,59.862,84500
1026,1145E,120500,2015-09,3,0,46239,0,,4,2,2290,50000,,0,,,1.918025362,5.288082084,94.5,178.6633,133800
1027,0341S,105300,2015-09,3,0,46225,0,,3,2,2322,75000,,0,,,3.464673913,4.826732673,138.5,178.6633,259100
1028,0375C,63000,2015-08,3,0,34758,0,,3,2,1562,20000,,0,,,1.314915459,5.66318927,95.5,79.8408,140400
1029,9354N,81000,2015-09,3,0,33147,0,,3,2,2036,15000,,0,,,4.902626812,20.54263566,112,,116800
1032,0013S,121500,2015-10,4,1,76574,90000,,3,2,1456,45000,,0,,,8.631491546,8.52775543,70,176.4671,135200
1033,1412R,148500,2015-10,4,1,34689,158500,,3,2,1713,10000,,0,,,2.279589372,8.380843786,92.5,117.1369,200500
1036,0307S,73000,2015-10,4,1,77964,0,,3,2,1902,0,,0,,,7.962711353,7.354149548,115,176.4671,264300
1040,12303,90064,2015-10,4,1,33713,75077,,3,2,1292,25000,,0,,,2.352807971,12.93031066,69,120.6471,134500
1043,5521P,73800,2015-10,4,1,46410,63000,,4,3,2906,19000,,0,,,2.732487923,0.087032202,118,,114300
1046,0212S,86400,2015-10,4,1,37354,57000,,3,1,1234,38000,,0,,,3.147644928,-1.458670989,133,176.4671,117100
1047,6603M,243900,2015-10,4,1,19119,126000,,5,3,2336,145000,,0,,,3.285024155,2.331961591,125,136.3307,295900
1050,0916S,176400,2015-10,4,1,32907,171000,,7,3,5800,25000,70000,1,4,2,4.300271739,13.96357329,77,86.172,128900
1051,3386H,148200,2015-10,4,1,33770,126744,,3,2,1344,38000,,1,,,1.750452899,8.044382802,96,123.7914,165700
1053,4795M,116100,2015-10,4,1,30135,114000,,5,3,2640,15000,,0,,,2.25317029,5.98755832,133,79.0772,134900
1054,2020S,90400,2015-10,4,1,23803,82500,,4,2,1344,18000,,0,,,4.419535024,2.74566474,93,93.9592,264300
1055,5567B,109800,2015-10,4,1,32818,112800,,4,3,2294,10000,,1,,,3.688103865,10.7599699,97,85.9835,147400
1057,85008,108000,2015-10,4,1,33702,85127,,2,1,1094,35000,,1,,,1.25830314,7.024467245,81,101.9365,164300
1061,1919W,115000,2015-10,4,1,30904,0,,2,1,910,0,,0,,,4.483695652,6.506364922,136,67.1918,75500
1062,0433M,103500,2015-10,4,0,32907,75000,,3,2,1596,30000,,0,,,4.300271739,13.96357329,77,86.172,128900
1064,11497,103500,2015-10,4,0,33772,135000,,,2,1119,0,,0,,,4.282910628,8.222490931,85,143.5078,189600
1065,0713N,200000,2015-10,4,0,33612,0,,2,1,1175,65000,,0,,,0.498188406,6.584821429,80,80.647,103200
1066,1805M,126000,2015-05,2,0,32456,86601,,3,2,1848,51200,,0,,,1.622131643,4.26679745,111.5,167.1937,205500
1068,0001W,2160000,2015-10,4,0,6401,0,,1,1,500,0,,0,,,1.056008454,-2.113078241,126,,172400
1069,4479Y,150750,2015-04,2,0,32812,152400,,3,2,1731,0,,0,,,3.375603865,9.266409266,74,109.5622,208700
1070,0440N,126900,2015-10,4,0,33161,141000,,3,2,2546,0,,0,,,1.868206522,15.96638655,99,163.3326,214100
1071,0305F,166500,2015-10,4,0,27360,152400,,1,1,.,0,,0,,,5.963164251,6.120218579,112.5,75.8408,95000
1074,1580W,52500,2015-11,4,1,31204,55000,,3,2,1605,5500,,0,,,3.998339372,0.615858353,140.5,54.9399,268700
1076,0832C,16000,2015-11,4,1,32714,0,,1,1,767,0,,0,,,2.561141304,8.425720621,78,108.7566,191400
1080,0785T,161100,2015-11,4,1,29440,149000,,3,3,2800,30000,,0,,,0.552536232,-0.710900474,133,,121300
1081,0205E,75000,2015-11,4,1,48362,149000,,3,2,1958,10000,,0,,,8.048007246,5.896656535,111,,168600
1082,1328C,59130,2015-11,4,1,33773,45700,,1,1,910,20000,,1,,,2.306763285,13.18114875,70,115.1496,160400
1084,1568,94900,2015-11,4,1,33702,105500,,,,,0,,1,,,1.25830314,7.024467245,81,105.0134,165900
1085,0109G,149129,2015-11,4,1,32730,125699,,4,2,1999,40000,,0,,,2.785326087,6.600425834,78,,160100
1086,0483C,72400,2015-11,4,1,31217,74500,,4,2,1726,6000,,1,,,3.386171498,1.374045802,129,,268700
1087,1659S,210600,2015-11,4,1,32162,219000,,3,2,1918,15000,,0,,,6.152626812,-1.571946796,119,159.3443,244600
1088,21-8R,77400,2015-11,4,1,1604,0,,2,1.5,1016,0,,0,,,2.660778986,5.717552887,115,121.6175,193400
1096,1825A,158400,2015-12,4,1,75007,141000,,4,3,2203,35000,,0,,,9.971316425,18.03188565,54,112.9394,214700
1098,0656E,148000,2015-12,4,1,84780,185000,,3,2,1363,0,,0,2,0,2.937047101,2.293379489,100,186.5,257100
1099,5134C,81000,2015-12,4,1,32818,90100,,3,2,1455,0,,1,,,3.688103865,10.7599699,97,83.505,149400
1101,0029G,118350,2015-12,4,1,1607,96500,,3,1,1270,35000,,0,,,2.54906401,5.459057072,115,,185500
1102,0230W,70200,2015-12,4,1,32763,60000,,3,2,1107,18000,,0,,,3.566576087,12.92372881,90,90.7272,108300
1103,1723E,75000,2015-12,4,1,37207,0,,4,2,1506,0,,0,,,7.107487923,16.57801418,86,101.5362,132000
1104,0427K,154400,2015-12,4,1,32712,193000,,4,2,2729,0,,0,,,1.326992754,5.098039216,91,103.5226,220000
1105,7513S,153750,2015-12,4,1,33616,135104,,3,2,1200,40000,,0,,,4.976600242,9.806537692,107,134.6604215,159600
1115,1339A,108600,2015-12,4,1,32225,120750,,3,2,1538,0,,1,,0,0.554045894,5.757406372,90,110.1926,193000
1117,0313G,123750,2015-12,4,1,34743,148050,,4,2,1858,0,,0,,,2.712862319,7.79401531,84,95.8797,156600
1122,2305P,127500,2015-12,4,0,32822,95700,,2,2,1567,3000,,0,,,2.507548309,10.53140097,86.5,89.5395,142700
1124,3507T,131400,2015-01,1,0,23509,95700,,3,2,1815,61000,,0,,,3.724335749,0.268216361,110,101.31,252300
1126,37213,153000,2015-12,4,0,33713,0,,3,4,2150,40000,,0,,,2.352807971,12.93031066,69,123.6499,137800
1128,2057H,163800,2015-12,4,0,34104,165000,,3,3,1630,17000,,0,,,4.336503623,13.05841924,89,146.0508,347600
1129,0154R,127500,2015-12,4,0,32176,99100,,3,2,1120,0,,0,,,6.938405797,5.640744797,116.5,145.1641,194800
1131,0464L,121950,2016-01,1,1,34251,125475,,3,2,1200,0,,0,,,3.574879227,6.070889894,95,,282100
1134,0010P,1200000,2016-01,1,1,10580,1500000,,6,6,6448,0,,0,,,6.191123188,2.977564672,160,,1789300
1135,2776S,154000,2016-01,1,1,33426,0,,3,2,1526,0,,1,,,1.94067029,11.64135936,81,126.2587,174100
1137,0430F,150000,2016-01,1,1,32714,150000,,3,2,1773,0,,0,,,2.561141304,8.425720621,78,97.0955,194000
1141,5425S,60300,2016-01,1,1,34652,46500,,2,2,1138,20500,,0,,,1.644021739,5.323741007,126,67.0568,81200
1142,0713G,96300,2015-01,1,1,32720,94000,,3,2,1340,13000,,1,,,3.962862319,5.026656512,115,74.3762,133600
1151,3139L,90700,2015-08,3,0,32792,99100,,3,2,1408,0,,0,,,4.689009662,7.305936073,91,109.5333,203000
1153,8101L,531000,2015-09,3,0,32836,0,,4,4,3662,0,,0,,,0.544233092,1.648210147,142,155.405,409900
